sheet_code,originator,transect_ID,NCDOT_transect,sample_ID,sample_date,year,season,ghost_crabs,sm_mole_crabs,md_mole_crabs,lg_mole_crabs,coquina_clams,amphipods,worms
jul2012_C05,NCDOT,C05,NT62,B1,2012/07/12 00:00:00,2012,summer,2,10,4,5,3,0,0
jul2012_C03,NCDOT,C03,NT63,B1,2012/07/12 00:00:00,2012,summer,1,5,6,8,0,0,0
jul2012_C01,NCDOT,C01,NT64,B1,2012/07/12 00:00:00,2012,summer,3,44,24,14,11,0,0
jul2012_T03,NCDOT,T03,NT67,B1,2012/07/12 00:00:00,2012,summer,2,30,11,10,3,0,0
jul2012_T05,NCDOT,T05,NT68,B1,2012/07/12 00:00:00,2012,summer,0,57,12,9,6,0,0
jul2012_T07,NCDOT,T07,NT69,B1,2012/07/12 00:00:00,2012,summer,1,19,4,0,1,0,0
jul2012_T09,NCDOT,T09,NT70,B1,2012/07/12 00:00:00,2012,summer,2,6,12,10,3,0,0
jul2012_T11,NCDOT,T11,NT71,B1,2012/07/12 00:00:00,2012,summer,1,21,11,6,6,0,0
jul2012_T13,NCDOT,T13,NT72,B1,2012/07/12 00:00:00,2012,summer,0,25,9,3,0,0,0
jul2012_T15,NCDOT,T15,NT73,B1,2012/07/12 00:00:00,2012,summer,1,1,2,20,2,0,0
jul2012_T16,NCDOT,T16,NT74,B1,2012/07/12 00:00:00,2012,summer,0,41,8,25,0,0,0
oct2012_C11,NCDOT,C11,NT59,B1,2012/10/03 00:00:00,2012,autumn,2,1,2,0,1,4,0
oct2012_C09,NCDOT,C09,NT60,B1,2012/10/03 00:00:00,2012,autumn,2,0,0,0,1,2,0
oct2012_C07,NCDOT,C07,NT61,B1,2012/10/03 00:00:00,2012,autumn,5,7,1,1,1,0,0
oct2012_C05,NCDOT,C05,NT62,B1,2012/10/03 00:00:00,2012,autumn,0,6,0,1,3,0,0
oct2012_C03,NCDOT,C03,NT63,B1,2012/10/03 00:00:00,2012,autumn,2,2,3,2,5,2,0
oct2012_C01,NCDOT,C01,NT64,B1,2012/10/03 00:00:00,2012,autumn,5,3,5,0,0,0,0
oct2012_T03,NCDOT,T03,NT67,B1,2012/10/03 00:00:00,2012,autumn,3,2,0,8,0,0,0
oct2012_T05,NCDOT,T05,NT68,B1,2012/10/03 00:00:00,2012,autumn,1,1,1,0,0,0,0
oct2012_T07,NCDOT,T07,NT69,B1,2012/10/03 00:00:00,2012,autumn,1,3,3,0,0,0,0
oct2012_T09,NCDOT,T09,NT70,B1,2012/10/03 00:00:00,2012,autumn,1,3,0,0,6,1,2
oct2012_T11,NCDOT,T11,NT71,B1,2012/10/03 00:00:00,2012,autumn,2,3,4,0,2,1,0
oct2012_T13,NCDOT,T13,NT72,B1,2012/10/03 00:00:00,2012,autumn,3,6,2,1,1,1,0
oct2012_T15,NCDOT,T15,NT73,B1,2012/10/03 00:00:00,2012,autumn,1,3,2,1,1,0,0
oct2012_T16,NCDOT,T16,NT74,B1,2012/10/03 00:00:00,2012,autumn,1,9,1,0,0,0,0
jan2013_C11,NCDOT,C11,NT59,B1,2013/01/14 00:00:00,2013,winter,0,1,2,1,0,2,0
jan2013_C09,NCDOT,C09,NT60,B1,2013/01/14 00:00:00,2013,winter,0,1,1,2,0,0,0
jan2013_C07,NCDOT,C07,NT61,B1,2013/01/14 00:00:00,2013,winter,0,0,1,0,1,2,0
jan2013_C05,NCDOT,C05,NT62,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,0,0,0
jan2013_C03,NCDOT,C03,NT63,B1,2013/01/14 00:00:00,2013,winter,1,0,3,0,4,0,0
jan2013_C01,NCDOT,C01,NT64,B1,2013/01/14 00:00:00,2013,winter,0,0,0,1,0,0,0
jan2013_T03,NCDOT,T03,NT67,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,0,0,0
jan2013_T05,NCDOT,T05,NT68,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,0,0,0
jan2013_T07,NCDOT,T07,NT69,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,1,0,0
jan2013_T09,NCDOT,T09,NT70,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,0,0,0
jan2013_T11,NCDOT,T11,NT71,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,0,0,0
jan2013_T13,NCDOT,T13,NT72,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,0,0,0
jan2013_T15,NCDOT,T15,NT73,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,0,0,0
jan2013_T16,NCDOT,T16,NT74,B1,2013/01/14 00:00:00,2013,winter,0,0,0,0,1,0,0
apr2013_C11,NCDOT,C11,NT59,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,0,3,0
apr2013_C09,NCDOT,C09,NT60,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,0,5,0
apr2013_C07,NCDOT,C07,NT61,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,0,2,0
apr2013_C05,NCDOT,C05,NT62,B1,2013/04/09 00:00:00,2013,spring,2,0,1,1,0,1,0
apr2013_C03,NCDOT,C03,NT63,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,0,2,0
apr2013_C01,NCDOT,C01,NT64,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,1,3,0
apr2013_T03,NCDOT,T03,NT67,B1,2013/04/09 00:00:00,2013,spring,4,0,1,0,0,0,0
apr2013_T05,NCDOT,T05,NT68,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,0,0,0
apr2013_T07,NCDOT,T07,NT69,B1,2013/04/09 00:00:00,2013,spring,1,0,1,1,0,9,0
apr2013_T09,NCDOT,T09,NT70,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,0,0,0
apr2013_T11,NCDOT,T11,NT71,B1,2013/04/09 00:00:00,2013,spring,0,1,0,0,0,0,0
apr2013_T13,NCDOT,T13,NT72,B1,2013/04/09 00:00:00,2013,spring,0,0,0,1,0,0,0
apr2013_T15,NCDOT,T15,NT73,B1,2013/04/09 00:00:00,2013,spring,1,0,0,0,0,0,0
apr2013_T16,NCDOT,T16,NT74,B1,2013/04/09 00:00:00,2013,spring,0,0,0,0,0,0,0
jul2013_C11,NCDOT,C11,NT59,B1,2013/07/10 00:00:00,2013,summer,1,1,0,0,0,11,0
jul2013_C09,NCDOT,C09,NT60,B1,2013/07/10 00:00:00,2013,summer,0,7,5,1,2,2,0
jul2013_C07,NCDOT,C07,NT61,B1,2013/07/10 00:00:00,2013,summer,2,38,13,3,2,1,0
jul2013_C05,NCDOT,C05,NT62,B1,2013/07/10 00:00:00,2013,summer,1,17,18,0,0,4,0
jul2013_C03,NCDOT,C03,NT63,B1,2013/07/10 00:00:00,2013,summer,0,2,0,0,0,7,1
jul2013_C01,NCDOT,C01,NT64,B1,2013/07/10 00:00:00,2013,summer,1,4,2,1,2,0,0
jul2013_T03,NCDOT,T02,NT67,B1,2013/07/10 00:00:00,2013,summer,2,5,3,1,4,2,0
jul2013_T05,NCDOT,T05,NT68,B1,2013/07/10 00:00:00,2013,summer,1,21,18,8,1,0,1
jul2013_T07,NCDOT,T07,NT69,B1,2013/07/10 00:00:00,2013,summer,0,82,3,1,0,2,0
jul2013_T09,NCDOT,T09,NT70,B1,2013/07/10 00:00:00,2013,summer,1,0,6,1,0,2,0
jul2013_T11,NCDOT,T11,NT71,B1,2013/07/10 00:00:00,2013,summer,0,15,14,6,0,0,1
jul2013_T13,NCDOT,T13,NT72,B1,2013/07/10 00:00:00,2013,summer,0,27,16,3,8,0,1
jul2013_T15,NCDOT,T15,NT73,B1,2013/07/10 00:00:00,2013,summer,0,24,21,0,6,4,0
jul2013_T16,NCDOT,T16,NT74,B1,2013/07/10 00:00:00,2013,summer,1,0,2,2,1,0,0
oct2013_C11,NCDOT,C11,NT59,B1,2013/10/23 00:00:00,2013,autumn,2,9,13,1,1,0,0
oct2013_C09,NCDOT,C09,NT60,B1,2013/10/23 00:00:00,2013,autumn,3,5,0,0,0,0,0
oct2013_C07,NCDOT,C07,NT61,B1,2013/10/23 00:00:00,2013,autumn,3,4,3,0,0,0,0
oct2013_C05,NCDOT,C05,NT62,B1,2013/10/23 00:00:00,2013,autumn,2,7,2,2,0,0,0
oct2013_C03,NCDOT,C03,NT63,B1,2013/10/23 00:00:00,2013,autumn,2,12,2,4,1,0,0
oct2013_C01,NCDOT,C01,NT64,B1,2013/10/23 00:00:00,2013,autumn,0,24,1,2,0,0,0
oct2013_T03,NCDOT,T03,NT67,B1,2013/10/23 00:00:00,2013,autumn,3,0,2,2,3,0,0
oct2013_T05,NCDOT,T05,NT68,B1,2013/10/23 00:00:00,2013,autumn,3,11,2,4,1,0,0
oct2013_T07,NCDOT,T07,NT69,B1,2013/10/23 00:00:00,2013,autumn,4,15,0,0,0,0,0
oct2013_T09,NCDOT,T09,NT70,B1,2013/10/23 00:00:00,2013,autumn,3,31,5,0,0,0,0
oct2013_T11,NCDOT,T11,NT71,B1,2013/10/23 00:00:00,2013,autumn,0,19,0,0,1,0,0
oct2013_T13,NCDOT,T13,NT72,B1,2013/10/23 00:00:00,2013,autumn,0,3,1,2,1,1,1
oct2013_T15,NCDOT,T15,NT73,B1,2013/10/23 00:00:00,2013,autumn,1,3,2,2,0,0,0
oct2013_T16,NCDOT,T16,NT74,B1,2013/10/23 00:00:00,2013,autumn,0,10,2,1,0,0,0
jan2014_C11,NCDOT,C11,NT59,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_C09,NCDOT,C09,NT60,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_C07,NCDOT,C07,NT61,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_C05,NCDOT,C05,NT62,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_C03,NCDOT,C03,NT63,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_C01,NCDOT,C01,NT64,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T03,NCDOT,T03,NT67,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T05,NCDOT,T05,NT68,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T07,NCDOT,T07,NT69,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T09,NCDOT,T09,NT70,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T11,NCDOT,T11,NT71,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T13,NCDOT,T13,NT72,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T15,NCDOT,T15,NT73,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
jan2014_T16,NCDOT,T16,NT74,B1,2014/01/09 00:00:00,2014,winter,0,0,0,0,0,0,0
apr2014_C11,NCDOT,C11,NT59,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_C09,NCDOT,C09,NT60,B1,2014/04/02 00:00:00,2014,spring,1,0,0,0,0,0,0
apr2014_C07,NCDOT,C07,NT61,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_C05,NCDOT,C05,NT62,B1,2014/04/02 00:00:00,2014,spring,1,0,0,0,0,0,0
apr2014_C03,NCDOT,C03,NT63,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_C01,NCDOT,C01,NT64,B1,2014/04/02 00:00:00,2014,spring,1,0,0,0,0,0,0
apr2014_T03,NCDOT,T03,NT67,B1,2014/04/02 00:00:00,2014,spring,1,0,0,0,0,0,0
apr2014_T05,NCDOT,T05,NT68,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_T07,NCDOT,T07,NT69,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_T09,NCDOT,T09,NT70,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_T11,NCDOT,T11,NT71,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_T13,NCDOT,T13,NT72,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_T15,NCDOT,T15,NT73,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
apr2014_T16,NCDOT,T16,NT74,B1,2014/04/02 00:00:00,2014,spring,0,0,0,0,0,0,0
jul2014_T1_B1_CSI,USFWS,T01,,B1,2014/07/14 00:00:00,2014,summer,0,3,1,0,0,0,0
jul2014_T1_B2_CSI,USFWS,T01,,B2,2014/07/14 00:00:00,2014,summer,0,27,6,0,0,0,0
jul2014_T1_B3_CSI,USFWS,T01,,B3,2014/07/14 00:00:00,2014,summer,1,25,4,0,0,0,0
jul2014_T2_B1_CSI,USFWS,T02,,B1,2014/07/14 00:00:00,2014,summer,1,3,1,2,0,1,0
jul2014_T2_B2_CSI,USFWS,T02,,B2,2014/07/14 00:00:00,2014,summer,1,6,1,1,0,0,0
jul2014_T2_B3_CSI,USFWS,T02,,B3,2014/07/14 00:00:00,2014,summer,1,1,1,0,0,0,0
jul2014_T3_B1_CSI,USFWS,T03,,B1,2014/07/14 00:00:00,2014,summer,0,6,1,0,0,1,0
jul2014_T3_B2_CSI,USFWS,T03,,B2,2014/07/14 00:00:00,2014,summer,0,15,5,1,3,0,0
jul2014_T3_B3_CSI,USFWS,T03,,B3,2014/07/14 00:00:00,2014,summer,0,3,0,1,0,0,0
jul2014_T4_B1_CSI,USFWS,T04,,B1,2014/07/14 00:00:00,2014,summer,0,47,2,0,0,3,0
jul2014_T4_B2_CSI,USFWS,T04,,B2,2014/07/14 00:00:00,2014,summer,0,17,3,0,8,1,0
jul2014_T4_B3_CSI,USFWS,T04,,B3,2014/07/14 00:00:00,2014,summer,5,0,0,0,7,1,0
jul2014_T5_B1_CSI,USFWS,T05,,B1,2014/07/14 00:00:00,2014,summer,0,10,0,0,0,0,0
jul2014_T5_B2_CSI,USFWS,T05,,B2,2014/07/14 00:00:00,2014,summer,1,7,2,0,1,0,0
jul2014_T5_B3_CSI,USFWS,T05,,B3,2014/07/14 00:00:00,2014,summer,0,5,0,1,2,0,0
jul2014_T6_B1_CSI,USFWS,T06,,B1,2014/07/14 00:00:00,2014,summer,0,11,0,0,0,0,0
jul2014_T6_B2_CSI,USFWS,T06,,B2,2014/07/14 00:00:00,2014,summer,0,3,0,0,0,0,0
jul2014_T6_B3_CSI,USFWS,T06,,B3,2014/07/14 00:00:00,2014,summer,1,3,2,0,0,0,0
jul2014_T7_B1_CSI,USFWS,T07,,B1,2014/07/14 00:00:00,2014,summer,0,6,0,0,1,0,0
jul2014_T7_B2_CSI,USFWS,T07,,B2,2014/07/14 00:00:00,2014,summer,0,8,0,0,5,0,0
jul2014_T7_B3_CSI,USFWS,T07,,B3,2014/07/14 00:00:00,2014,summer,2,2,0,0,4,0,0
jul2014_T8_B1_CSI,USFWS,T08,,B1,2014/07/14 00:00:00,2014,summer,0,16,0,0,6,2,0
jul2014_T8_B2_CSI,USFWS,T08,,B2,2014/07/14 00:00:00,2014,summer,0,8,0,0,0,1,0
jul2014_T8_B3_CSI,USFWS,T08,,B3,2014/07/14 00:00:00,2014,summer,0,1,0,0,0,0,0
jul2014_T9_B1_CSI,USFWS,T09,,B1,2014/07/14 00:00:00,2014,summer,0,5,0,0,0,0,0
jul2014_T9_B2_CSI,USFWS,T09,,B2,2014/07/14 00:00:00,2014,summer,2,54,1,0,0,1,0
jul2014_T9_B3_CSI,USFWS,T09,,B3,2014/07/14 00:00:00,2014,summer,0,23,0,0,2,0,0
jul2014_T10_B1_CSI,USFWS,T10,,B1,2014/07/14 00:00:00,2014,summer,1,13,0,0,0,1,0
jul2014_T10_B2_CSI,USFWS,T10,,B2,2014/07/14 00:00:00,2014,summer,0,2,0,0,1,2,0
jul2014_T10_B3_CSI,USFWS,T10,,B3,2014/07/14 00:00:00,2014,summer,1,7,1,0,1,2,0
jul2014_T11_B1_CSI,USFWS,T11,,B1,2014/07/14 00:00:00,2014,summer,0,5,2,0,0,0,0
jul2014_T11_B2_CSI,USFWS,T11,,B2,2014/07/14 00:00:00,2014,summer,0,6,1,1,1,1,0
jul2014_T11_B3_CSI,USFWS,T11,,B3,2014/07/14 00:00:00,2014,summer,0,5,1,1,0,0,0
jul2014_T12_B1_CSI,USFWS,T12,,B1,2014/07/14 00:00:00,2014,summer,0,0,0,1,0,0,0
jul2014_T12_B2_CSI,USFWS,T12,,B2,2014/07/14 00:00:00,2014,summer,0,25,0,0,2,0,0
jul2014_T12_B3_CSI,USFWS,T12,,B3,2014/07/14 00:00:00,2014,summer,0,16,2,0,1,0,0
jul2014_T13_B1_CSI,USFWS,T13,,B1,2014/07/14 00:00:00,2014,summer,0,24,1,0,9,0,0
jul2014_T13_B2_CSI,USFWS,T13,,B2,2014/07/14 00:00:00,2014,summer,1,6,0,0,0,0,1
jul2014_T13_B3_CSI,USFWS,T13,,B3,2014/07/14 00:00:00,2014,summer,0,3,0,0,0,0,0
jul2014_T14_B1_CSI,USFWS,T14,,B1,2014/07/14 00:00:00,2014,summer,0,33,2,0,0,0,0
jul2014_T14_B2_CSI,USFWS,T14,,B2,2014/07/14 00:00:00,2014,summer,1,9,0,0,0,0,0
jul2014_T14_B3_CSI,USFWS,T14,,B3,2014/07/14 00:00:00,2014,summer,0,12,2,0,0,0,1
jul2014_T15_B1_CSI,USFWS,T15,,B1,2014/07/14 00:00:00,2014,summer,0,14,0,0,0,0,1
jul2014_T15_B2_CSI,USFWS,T15,,B2,2014/07/14 00:00:00,2014,summer,0,13,2,0,0,0,1
jul2014_T15_B3_CSI,USFWS,T15,,B3,2014/07/14 00:00:00,2014,summer,0,19,0,0,0,0,1
jul2014_T16_B1_CSI,USFWS,T16,,B1,2014/07/14 00:00:00,2014,summer,0,0,0,0,0,0,0
jul2014_T16_B2_CSI,USFWS,T16,,B2,2014/07/14 00:00:00,2014,summer,0,19,2,0,0,0,1
jul2014_T16_B3_CSI,USFWS,T16,,B3,2014/07/14 00:00:00,2014,summer,0,20,5,0,0,0,0
jul2014_C1_B1_CSI,USFWS,C01,,B1,2014/07/14 00:00:00,2014,summer,2,5,2,0,0,0,0
jul2014_C1_B2_CSI,USFWS,C01,,B2,2014/07/14 00:00:00,2014,summer,0,2,0,0,0,1,0
jul2014_C1_B3_CSI,USFWS,C01,,B3,2014/07/14 00:00:00,2014,summer,0,10,0,0,0,0,0
jul2014_C2_B1_CSI,USFWS,C02,,B1,2014/07/14 00:00:00,2014,summer,2,20,4,0,0,0,0
jul2014_C2_B2_CSI,USFWS,C02,,B2,2014/07/14 00:00:00,2014,summer,0,34,0,0,0,0,0
jul2014_C2_B3_CSI,USFWS,C02,,B3,2014/07/14 00:00:00,2014,summer,0,7,1,1,0,0,0
jul2014_C3_B1_CSI,USFWS,C03,,B1,2014/07/14 00:00:00,2014,summer,0,68,0,0,0,0,0
jul2014_C3_B2_CSI,USFWS,C03,,B2,2014/07/14 00:00:00,2014,summer,1,3,0,0,0,0,0
jul2014_C3_B3_CSI,USFWS,C03,,B3,2014/07/14 00:00:00,2014,summer,0,4,1,1,0,0,0
jul2014_C4_B1_CSI,USFWS,C04,,B1,2014/07/14 00:00:00,2014,summer,1,21,0,0,0,0,0
jul2014_C4_B2_CSI,USFWS,C04,,B2,2014/07/14 00:00:00,2014,summer,1,4,0,0,0,0,0
jul2014_C4_B3_CSI,USFWS,C04,,B3,2014/07/14 00:00:00,2014,summer,0,26,10,1,1,0,0
jul2014_C5_B1_CSI,USFWS,C05,,B1,2014/07/14 00:00:00,2014,summer,1,0,0,0,0,0,0
jul2014_C5_B2_CSI,USFWS,C05,,B2,2014/07/14 00:00:00,2014,summer,1,24,0,0,0,0,0
jul2014_C5_B3_CSI,USFWS,C05,,B3,2014/07/14 00:00:00,2014,summer,0,10,0,1,6,0,0
jul2014_C6_B1_CSI,USFWS,C06,,B1,2014/07/14 00:00:00,2014,summer,1,106,0,0,1,0,0
jul2014_C6_B2_CSI,USFWS,C06,,B2,2014/07/14 00:00:00,2014,summer,2,5,2,0,5,0,0
jul2014_C6_B3_CSI,USFWS,C06,,B3,2014/07/14 00:00:00,2014,summer,0,4,3,1,1,0,0
jul2014_C7_B1_CSI,USFWS,C07,,B1,2014/07/14 00:00:00,2014,summer,1,0,0,0,0,0,0
jul2014_C7_B2_CSI,USFWS,C07,,B2,2014/07/14 00:00:00,2014,summer,0,0,0,0,0,0,0
jul2014_C7_B3_CSI,USFWS,C07,,B3,2014/07/14 00:00:00,2014,summer,0,0,0,0,2,0,0
jul2014_C8_B1_CSI,USFWS,C08,,B1,2014/07/14 00:00:00,2014,summer,1,53,1,0,0,0,0
jul2014_C8_B2_CSI,USFWS,C08,,B2,2014/07/14 00:00:00,2014,summer,0,1,1,0,0,0,0
jul2014_C8_B3_CSI,USFWS,C08,,B3,2014/07/14 00:00:00,2014,summer,1,64,1,0,0,0,0
jul2014_C9_B1_CSI,USFWS,C09,,B1,2014/07/14 00:00:00,2014,summer,1,0,0,0,0,0,0
jul2014_C9_B2_CSI,USFWS,C09,,B2,2014/07/14 00:00:00,2014,summer,1,14,1,0,0,0,0
jul2014_C9_B3_CSI,USFWS,C09,,B3,2014/07/14 00:00:00,2014,summer,0,9,4,0,0,0,0
jul2014_C10_B1_CSI,USFWS,C10,,B1,2014/07/14 00:00:00,2014,summer,2,0,0,0,0,0,0
jul2014_C10_B2_CSI,USFWS,C10,,B2,2014/07/14 00:00:00,2014,summer,2,0,0,0,0,0,0
jul2014_C10_B3_CSI,USFWS,C10,,B3,2014/07/14 00:00:00,2014,summer,1,30,14,2,0,0,0
jul2014_C11_B1_CSI,USFWS,C11,,B1,2014/07/14 00:00:00,2014,summer,2,53,6,0,0,0,0
jul2014_C11_B2_CSI,USFWS,C11,,B2,2014/07/14 00:00:00,2014,summer,0,3,1,1,0,0,0
jul2014_C11_B3_CSI,USFWS,C11,,B3,2014/07/14 00:00:00,2014,summer,0,0,0,0,0,0,0
sep2014_C1_B1_CSI,USFWS,C01,,B1,2014/09/29 00:00:00,2014,autumn,5,3,0,0,2,0,0
sep2014_C1_B2_CSI,USFWS,C01,,B2,2014/09/29 00:00:00,2014,autumn,0,0,1,0,6,0,0
sep2014_C1_B3_CSI,USFWS,C01,,B3,2014/09/29 00:00:00,2014,autumn,0,0,0,0,1,0,0
sep2014_C2_B1_CSI,USFWS,C02,,B1,2014/09/29 00:00:00,2014,autumn,3,1,0,0,0,0,0
sep2014_C2_B2_CSI,USFWS,C02,,B2,2014/09/29 00:00:00,2014,autumn,2,0,0,0,0,0,0
sep2014_C2_B3_CSI,USFWS,C02,,B3,2014/09/29 00:00:00,2014,autumn,2,1,1,0,2,0,0
sep2014_C3_B1_CSI,USFWS,C03,,B1,2014/09/29 00:00:00,2014,autumn,3,1,1,0,1,0,0
sep2014_C3_B2_CSI,USFWS,C03,,B2,2014/09/29 00:00:00,2014,autumn,1,0,0,0,0,0,0
sep2014_C3_B3_CSI,USFWS,C03,,B3,2014/09/29 00:00:00,2014,autumn,0,0,2,1,1,0,0
sep2014_C4_B1_CSI,USFWS,C04,,B1,2014/09/29 00:00:00,2014,autumn,3,1,2,0,0,1,0
sep2014_C4_B2_CSI,USFWS,C04,,B2,2014/09/29 00:00:00,2014,autumn,0,0,1,0,1,0,0
sep2014_C4_B3_CSI,USFWS,C04,,B3,2014/09/29 00:00:00,2014,autumn,0,1,3,0,0,0,0
sep2014_C5_B1_CSI,USFWS,C05,,B1,2014/09/29 00:00:00,2014,autumn,1,0,0,0,0,0,0
sep2014_C5_B2_CSI,USFWS,C05,,B2,2014/09/29 00:00:00,2014,autumn,1,1,0,0,2,1,0
sep2014_C5_B3_CSI,USFWS,C05,,B3,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_C6_B1_CSI,USFWS,C06,,B1,2014/09/29 00:00:00,2014,autumn,5,2,0,0,0,0,0
sep2014_C6_B2_CSI,USFWS,C06,,B2,2014/09/29 00:00:00,2014,autumn,2,0,0,0,1,0,0
sep2014_C6_B3_CSI,USFWS,C06,,B3,2014/09/29 00:00:00,2014,autumn,0,3,0,0,0,0,0
sep2014_C7_B1_CSI,USFWS,C07,,B1,2014/09/29 00:00:00,2014,autumn,1,1,3,0,1,0,0
sep2014_C7_B2_CSI,USFWS,C07,,B2,2014/09/29 00:00:00,2014,autumn,2,0,0,0,0,0,0
sep2014_C7_B3_CSI,USFWS,C07,,B3,2014/09/29 00:00:00,2014,autumn,1,0,0,0,0,0,0
sep2014_C8_B1_CSI,USFWS,C08,,B1,2014/09/29 00:00:00,2014,autumn,3,3,0,0,0,0,0
sep2014_C8_B2_CSI,USFWS,C08,,B2,2014/09/29 00:00:00,2014,autumn,10,14,4,0,0,0,0
sep2014_C8_B3_CSI,USFWS,C08,,B3,2014/09/29 00:00:00,2014,autumn,0,4,4,4,0,0,0
sep2014_C9_B1_CSI,USFWS,C09,,B1,2014/09/29 00:00:00,2014,autumn,1,0,0,0,1,0,0
sep2014_C9_B2_CSI,USFWS,C09,,B2,2014/09/29 00:00:00,2014,autumn,3,0,0,0,2,1,0
sep2014_C9_B3_CSI,USFWS,C09,,B3,2014/09/29 00:00:00,2014,autumn,2,2,0,0,1,2,0
sep2014_C10_B1_CSI,USFWS,C10,,B1,2014/09/29 00:00:00,2014,autumn,2,2,0,0,5,0,0
sep2014_C10_B2_CSI,USFWS,C10,,B2,2014/09/29 00:00:00,2014,autumn,9,0,0,0,0,0,0
sep2014_C10_B3_CSI,USFWS,C10,,B3,2014/09/29 00:00:00,2014,autumn,0,1,0,0,4,0,0
sep2014_C11_B1_CSI,USFWS,C11,,B1,2014/09/29 00:00:00,2014,autumn,3,6,0,0,0,0,0
sep2014_C11_B2_CSI,USFWS,C11,,B2,2014/09/29 00:00:00,2014,autumn,2,4,2,0,2,0,0
sep2014_C11_B3_CSI,USFWS,C11,,B3,2014/09/29 00:00:00,2014,autumn,1,5,0,0,0,0,0
sep2014_T1_B1_CSI,USFWS,T01,,B1,2014/09/29 00:00:00,2014,autumn,15,0,0,0,0,0,0
sep2014_T1_B2_CSI,USFWS,T01,,B2,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T1_B3_CSI,USFWS,T01,,B3,2014/09/29 00:00:00,2014,autumn,1,1,0,0,0,0,0
sep2014_T2_B1_CSI,USFWS,T02,,B1,2014/09/29 00:00:00,2014,autumn,1,2,0,0,0,0,0
sep2014_T2_B2_CSI,USFWS,T02,,B2,2014/09/29 00:00:00,2014,autumn,2,3,0,0,0,0,0
sep2014_T2_B3_CSI,USFWS,T02,,B3,2014/09/29 00:00:00,2014,autumn,1,1,1,0,0,0,0
sep2014_T3_B1_CSI,USFWS,T03,,B1,2014/09/29 00:00:00,2014,autumn,2,2,0,0,0,0,0
sep2014_T3_B2_CSI,USFWS,T03,,B2,2014/09/29 00:00:00,2014,autumn,0,0,0,0,1,0,0
sep2014_T3_B3_CSI,USFWS,T03,,B3,2014/09/29 00:00:00,2014,autumn,1,3,0,0,1,0,0
sep2014_T4_B1_CSI,USFWS,T04,,B1,2014/09/29 00:00:00,2014,autumn,2,4,0,0,0,1,0
sep2014_T4_B2_CSI,USFWS,T04,,B2,2014/09/29 00:00:00,2014,autumn,0,9,0,0,1,0,0
sep2014_T4_B3_CSI,USFWS,T04,,B3,2014/09/29 00:00:00,2014,autumn,0,5,4,0,4,0,0
sep2014_T5_B1_CSI,USFWS,T05,,B1,2014/09/29 00:00:00,2014,autumn,1,3,0,0,0,0,0
