transect_id,sheet_ID,sample_dat,area,year,season,latitude,longitude,transect_I,sample_ID,image_ID,light_dark,count,total_area,avg_size,percent_ar,mean
sep2014_T11C,sep2014_T11_S1_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S1,I3,D,6,0.152,0.025,0.077,255
sep2014_T11C,sep2014_T11_S1_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S1,I3,L,244,57.738,0.237,29.447,255
sep2014_T11C,sep2014_T11_S2_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S2,I1,D,5,0.094,0.019,0.048,255
sep2014_T11C,sep2014_T11_S2_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S2,I1,L,370,44.249,0.12,22.567,255
sep2014_T11C,sep2014_T11_S2_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S2,I2,D,13,0.242,0.019,0.123,255
sep2014_T11C,sep2014_T11_S2_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S2,I2,L,485,51.059,0.105,26.041,255
sep2014_T11C,sep2014_T11_S2_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S2,I3,D,7,0.145,0.021,0.074,255
sep2014_T11C,sep2014_T11_S2_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S2,I3,L,366,52.675,0.144,26.865,255
sep2014_T11C,sep2014_T11_S3_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S3,I1,D,17,0.307,0.018,0.157,255
sep2014_T11C,sep2014_T11_S3_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S3,I1,L,452,61.307,0.136,31.267,255
sep2014_T11C,sep2014_T11_S3_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S3,I2,D,15,0.325,0.022,0.166,255
sep2014_T11C,sep2014_T11_S3_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S3,I2,L,398,65.398,0.164,33.353,255
sep2014_T11C,sep2014_T11_S3_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S3,I3,D,14,0.331,0.024,0.169,255
sep2014_T11C,sep2014_T11_S3_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S3,I3,L,438,61.519,0.14,31.375,255
sep2014_T11C,sep2014_T11_S4_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S4,I1,D,11,0.229,0.021,0.117,255
sep2014_T11C,sep2014_T11_S4_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S4,I1,L,312,53.135,0.17,27.099,255
sep2014_T11C,sep2014_T11_S4_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S4,I2,D,2,0.047,0.023,0.024,255
sep2014_T11C,sep2014_T11_S4_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S4,I2,L,253,40.088,0.158,20.445,255
sep2014_T11C,sep2014_T11_S4_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S4,I3,D,10,0.295,0.03,0.151,255
sep2014_T11C,sep2014_T11_S4_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61469,-75.46662,T11,S4,I3,L,353,56.957,0.161,29.049,255
sep2014_T12C,sep2014_T12_S1_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S1,I1,D,6,0.442,0.074,0.226,255
sep2014_T12C,sep2014_T12_S1_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S1,I1,L,274,39.053,0.143,19.917,255
sep2014_T12C,sep2014_T12_S1_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S1,I2,D,7,0.179,0.026,0.091,255
sep2014_T12C,sep2014_T12_S1_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S1,I2,L,282,42.055,0.149,21.448,255
sep2014_T12C,sep2014_T12_S2_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S2,I2,D,7,0.152,0.022,0.077,255
sep2014_T12C,sep2014_T12_S2_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S2,I2,L,324,48.678,0.15,24.826,255
sep2014_T12C,sep2014_T12_S2_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S2,I3,D,4,0.067,0.017,0.034,255
sep2014_T12C,sep2014_T12_S2_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S2,I3,L,330,52.474,0.159,26.762,255
sep2014_T12C,sep2014_T12_S3_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S3,I1,D,14,0.287,0.02,0.146,255
sep2014_T12C,sep2014_T12_S3_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S3,I1,L,367,54.419,0.148,27.754,255
sep2014_T12C,sep2014_T12_S3_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S3,I2,D,18,0.352,0.02,0.18,255
sep2014_T12C,sep2014_T12_S3_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S3,I2,L,461,46.485,0.101,23.708,255
sep2014_T12C,sep2014_T12_S3_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S3,I3,D,25,0.486,0.019,0.248,255
sep2014_T12C,sep2014_T12_S3_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S3,I3,L,391,48.771,0.125,24.874,255
sep2014_T12C,sep2014_T12_S4_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S4,I1,D,17,0.447,0.026,0.228,255
sep2014_T12C,sep2014_T12_S4_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S4,I1,L,585,55.094,0.094,28.098,255
sep2014_T12C,sep2014_T12_S4_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S4,I2,D,21,0.377,0.018,0.192,255
sep2014_T12C,sep2014_T12_S4_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S4,I2,L,565,47.77,0.085,24.363,255
sep2014_T12C,sep2014_T12_S4_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S4,I3,D,14,0.394,0.028,0.201,255
sep2014_T12C,sep2014_T12_S4_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61322,-75.46629,T12,S4,I3,L,566,51.484,0.091,26.257,255
sep2014_T13C,sep2014_T13_S1_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S1,I1,D,8,0.247,0.031,0.126,255
sep2014_T13C,sep2014_T13_S1_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S1,I1,L,220,51.197,0.233,26.111,255
sep2014_T13C,sep2014_T13_S1_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S1,I2,D,9,0.385,0.043,0.196,255
sep2014_T13C,sep2014_T13_S1_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S1,I2,L,164,64.263,0.392,32.774,255
sep2014_T13C,sep2014_T13_S1_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S1,I3,D,1,0.011,0.011,0.006,255
sep2014_T13C,sep2014_T13_S1_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S1,I3,L,113,50.695,0.449,25.855,255
sep2014_T13C,sep2014_T13_S2_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S2,I1,D,5,0.154,0.031,0.078,255
sep2014_T13C,sep2014_T13_S2_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S2,I1,L,163,51.895,0.318,26.467,255
sep2014_T13C,sep2014_T13_S2_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S2,I2,D,6,0.217,0.036,0.111,255
sep2014_T13C,sep2014_T13_S2_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S2,I2,L,188,54.147,0.288,27.615,255
sep2014_T13C,sep2014_T13_S2_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S2,I3,D,6,0.266,0.044,0.136,255
sep2014_T13C,sep2014_T13_S2_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S2,I3,L,216,48.51,0.225,24.74,255
sep2014_T13C,sep2014_T13_S3_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S3,I1,D,14,0.651,0.047,0.332,255
sep2014_T13C,sep2014_T13_S3_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S3,I1,L,336,31.955,0.095,16.297,255
sep2014_T13C,sep2014_T13_S3_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S3,I2,D,17,0.316,0.019,0.161,255
sep2014_T13C,sep2014_T13_S3_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S3,I2,L,374,38.649,0.103,19.711,255
sep2014_T13C,sep2014_T13_S3_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S3,I3,D,13,0.379,0.029,0.193,255
sep2014_T13C,sep2014_T13_S3_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S3,I3,L,351,40.919,0.117,20.869,255
sep2014_T13C,sep2014_T13_S4_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S4,I1,D,5,0.101,0.02,0.051,255
sep2014_T13C,sep2014_T13_S4_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S4,I1,L,228,54.417,0.239,27.753,255
sep2014_T13C,sep2014_T13_S4_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S4,I2,D,6,0.113,0.019,0.058,255
sep2014_T13C,sep2014_T13_S4_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S4,I2,L,258,42.84,0.166,21.849,255
sep2014_T13C,sep2014_T13_S4_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S4,I3,D,12,0.419,0.035,0.214,255
sep2014_T13C,sep2014_T13_S4_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61182,-75.46606,T13,S4,I3,L,309,45.922,0.149,23.42,255
sep2014_T14C,sep2014_T14_S1_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S1,I1,D,5,0.121,0.024,0.062,255
sep2014_T14C,sep2014_T14_S1_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S1,I1,L,131,59.526,0.454,30.359,255
sep2014_T14C,sep2014_T14_S1_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S1,I2,D,9,0.194,0.022,0.099,255
sep2014_T14C,sep2014_T14_S1_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S1,I2,L,149,76.828,0.516,39.183,255
sep2014_T14C,sep2014_T14_S1_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S1,I3,D,7,0.6,0.086,0.306,255
sep2014_T14C,sep2014_T14_S1_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S1,I3,L,123,70.451,0.573,35.93,255
sep2014_T14C,sep2014_T14_S2_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S2,I1,D,8,0.297,0.037,0.152,255
sep2014_T14C,sep2014_T14_S2_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S2,I1,L,347,40.026,0.115,20.413,255
sep2014_T14C,sep2014_T14_S2_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S2,I2,D,6,0.21,0.035,0.107,255
sep2014_T14C,sep2014_T14_S2_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S2,I2,L,256,41.287,0.161,21.057,255
sep2014_T14C,sep2014_T14_S2_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S2,I3,D,5,0.323,0.065,0.165,255
sep2014_T14C,sep2014_T14_S2_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S2,I3,L,240,36.318,0.151,18.523,255
sep2014_T14C,sep2014_T14_S3_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S3,I1,D,8,0.337,0.042,0.172,255
sep2014_T14C,sep2014_T14_S3_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S3,I1,L,282,38.863,0.138,19.82,255
sep2014_T14C,sep2014_T14_S3_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S3,I2,D,4,0.077,0.019,0.039,255
sep2014_T14C,sep2014_T14_S3_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S3,I2,L,264,44,0.167,22.44,255
sep2014_T14C,sep2014_T14_S3_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S3,I3,D,2,0.135,0.067,0.069,255
sep2014_T14C,sep2014_T14_S3_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S3,I3,L,255,46.927,0.184,23.933,255
sep2014_T14C,sep2014_T14_S4_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S4,I1,D,14,0.328,0.023,0.167,255
sep2014_T14C,sep2014_T14_S4_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S4,I1,L,228,45.931,0.201,23.425,255
sep2014_T14C,sep2014_T14_S4_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S4,I2,D,13,0.492,0.038,0.251,255
sep2014_T14C,sep2014_T14_S4_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S4,I2,L,225,46.136,0.205,23.529,255
sep2014_T14C,sep2014_T14_S4_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S4,I3,D,5,0.127,0.025,0.065,255
sep2014_T14C,sep2014_T14_S4_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.61038,-75.46577,T14,S4,I3,L,242,49.077,0.203,25.029,255
sep2014_T15C,sep2014_T15_S1_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S1,I1,D,8,0.284,0.036,0.145,255
sep2014_T15C,sep2014_T15_S1_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S1,I1,L,268,49.154,0.183,25.069,255
sep2014_T15C,sep2014_T15_S1_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S1,I2,D,2,0.065,0.033,0.033,255
sep2014_T15C,sep2014_T15_S1_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S1,I2,L,295,43.582,0.148,22.227,255
sep2014_T15C,sep2014_T15_S1_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S1,I3,D,5,0.54,0.108,0.276,255
sep2014_T15C,sep2014_T15_S1_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S1,I3,L,258,43.438,0.168,22.154,255
sep2014_T15C,sep2014_T15_S2_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S2,I1,D,7,0.241,0.034,0.123,255
sep2014_T15C,sep2014_T15_S2_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S2,I1,L,283,33.18,0.117,16.922,255
sep2014_T15C,sep2014_T15_S2_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S2,I2,D,4,0.326,0.081,0.166,255
sep2014_T15C,sep2014_T15_S2_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S2,I2,L,282,50.562,0.179,25.787,255
sep2014_T15C,sep2014_T15_S2_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S2,I3,D,2,0.191,0.096,0.097,255
sep2014_T15C,sep2014_T15_S2_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S2,I3,L,259,44.577,0.172,22.734,255
sep2014_T15C,sep2014_T15_S3_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S3,I1,D,6,0.231,0.038,0.118,255
sep2014_T15C,sep2014_T15_S3_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S3,I1,L,408,45.05,0.11,22.976,255
sep2014_T15C,sep2014_T15_S3_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S3,I2,D,6,0.165,0.028,0.084,255
sep2014_T15C,sep2014_T15_S3_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S3,I2,L,347,41.139,0.119,20.981,255
sep2014_T15C,sep2014_T15_S3_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S3,I3,D,7,0.139,0.02,0.071,255
sep2014_T15C,sep2014_T15_S3_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S3,I3,L,377,46.365,0.123,23.646,255
sep2014_T15C,sep2014_T15_S4_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S4,I1,D,13,0.317,0.024,0.162,255
sep2014_T15C,sep2014_T15_S4_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S4,I1,L,572,47.186,0.082,24.065,255
sep2014_T15C,sep2014_T15_S4_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S4,I2,D,14,0.388,0.028,0.198,255
sep2014_T15C,sep2014_T15_S4_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S4,I2,L,294,52.098,0.177,26.57,255
sep2014_T15C,sep2014_T15_S4_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S4,I3,D,8,0.252,0.031,0.128,255
sep2014_T15C,sep2014_T15_S4_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60894,-75.46552,T15,S4,I3,L,360,35.849,0.1,18.283,255
sep2014_T16C,sep2014_T16_S1_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S1,I1,D,10,0.209,0.021,0.107,255
sep2014_T16C,sep2014_T16_S1_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S1,I1,L,384,62.443,0.163,31.846,255
sep2014_T16C,sep2014_T16_S1_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S1,I2,D,14,0.352,0.025,0.179,255
sep2014_T16C,sep2014_T16_S1_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S1,I2,L,332,51.962,0.157,26.501,255
sep2014_T16C,sep2014_T16_S1_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S1,I3,D,6,0.153,0.025,0.078,255
sep2014_T16C,sep2014_T16_S1_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S1,I3,L,297,51.213,0.172,26.119,255
sep2014_T16C,sep2014_T16_S2_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S2,I1,D,6,0.169,0.028,0.086,255
sep2014_T16C,sep2014_T16_S2_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S2,I1,L,187,40.067,0.214,20.435,255
sep2014_T16C,sep2014_T16_S2_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S2,I2,D,5,0.165,0.033,0.084,255
sep2014_T16C,sep2014_T16_S2_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S2,I2,L,272,46.521,0.171,23.726,255
sep2014_T16C,sep2014_T16_S2_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S2,I3,D,5,0.126,0.025,0.064,255
sep2014_T16C,sep2014_T16_S2_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S2,I3,L,198,56.87,0.287,29.004,255
sep2014_T16C,sep2014_T16_S3_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S3,I1,D,14,0.309,0.022,0.158,255
sep2014_T16C,sep2014_T16_S3_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S3,I1,L,273,32.542,0.119,16.597,255
sep2014_T16C,sep2014_T16_S3_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S3,I2,D,8,0.231,0.029,0.118,255
sep2014_T16C,sep2014_T16_S3_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S3,I2,L,277,33.947,0.123,17.313,255
sep2014_T16C,sep2014_T16_S3_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S3,I3,D,2,0.034,0.017,0.018,255
sep2014_T16C,sep2014_T16_S3_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S3,I3,L,252,42.554,0.169,21.703,255
sep2014_T16C,sep2014_T16_S4_I1_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S4,I1,D,11,0.234,0.021,0.12,255
sep2014_T16C,sep2014_T16_S4_I1_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S4,I1,L,406,38.266,0.094,19.516,255
sep2014_T16C,sep2014_T16_S4_I2_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S4,I2,D,12,0.224,0.019,0.114,255
sep2014_T16C,sep2014_T16_S4_I2_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S4,I2,L,554,50.548,0.091,25.78,255
sep2014_T16C,sep2014_T16_S4_I3_D,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S4,I3,D,13,0.33,0.025,0.168,255
sep2014_T16C,sep2014_T16_S4_I3_L,2014/09/29 00:00:00,Treatment,2014,autumn,35.60754,-75.46523,T16,S4,I3,L,403,54.858,0.136,27.978,255
apr2015_C01C,apr2015_C01_S1_I1_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S1,I1,D,5,0.102,0.02,0.052,255
apr2015_C01C,apr2015_C01_S1_I1_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S1,I1,L,58,87.68,1.512,44.717,255
apr2015_C01C,apr2015_C01_S1_I2_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S1,I2,D,4,0.535,0.134,0.273,255
apr2015_C01C,apr2015_C01_S1_I2_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S1,I2,L,71,83.331,1.174,42.499,255
apr2015_C01C,apr2015_C01_S1_I3_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S1,I3,D,3,0.242,0.081,0.124,255
apr2015_C01C,apr2015_C01_S1_I3_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S1,I3,L,55,69.795,1.269,35.596,255
apr2015_C01C,apr2015_C01_S2_I1_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S2,I1,D,2,0.076,0.038,0.039,255
apr2015_C01C,apr2015_C01_S2_I1_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S2,I1,L,143,39.576,0.277,20.184,255
apr2015_C01C,apr2015_C01_S2_I2_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S2,I2,D,4,0.174,0.044,0.089,255
apr2015_C01C,apr2015_C01_S2_I2_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S2,I2,L,171,59.663,0.349,30.428,255
apr2015_C01C,apr2015_C01_S2_I3_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S2,I3,D,3,0.177,0.059,0.09,255
apr2015_C01C,apr2015_C01_S2_I3_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S2,I3,L,156,54.062,0.347,27.572,255
apr2015_C01C,apr2015_C01_S3_I1_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S3,I1,D,3,0.039,0.013,0.02,255
apr2015_C01C,apr2015_C01_S3_I1_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S3,I1,L,220,39.132,0.178,19.957,255
apr2015_C01C,apr2015_C01_S3_I2_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S3,I2,D,1,0.045,0.045,0.023,255
apr2015_C01C,apr2015_C01_S3_I2_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S3,I2,L,178,59.21,0.333,30.197,255
apr2015_C01C,apr2015_C01_S3_I3_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S3,I3,D,2,0.115,0.058,0.059,255
apr2015_C01C,apr2015_C01_S3_I3_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S3,I3,L,187,58.497,0.313,29.834,255
apr2015_C01C,apr2015_C01_S4_I1_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S4,I1,D,17,0.579,0.034,0.295,255
apr2015_C01C,apr2015_C01_S4_I1_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S4,I1,L,173,39.775,0.23,20.285,255
apr2015_C01C,apr2015_C01_S4_I2_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S4,I2,D,19,0.482,0.025,0.246,255
apr2015_C01C,apr2015_C01_S4_I2_L,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S4,I2,L,227,54.983,0.242,28.042,255
apr2015_C01C,apr2015_C01_S4_I3_D,2015/04/28 00:00:00,Control,2015,spring,35.63612,-75.46992,C01,S4,I3,D,15,0.629,0.042,0.321,255
